[2025-08-22T15:55:17.276+08:00] model, qwen-vl-plus, mode, qwen-vl, ui-tars-version, undefined, prompt-tokens, 1974, completion-tokens, 108, total-tokens, 2082, cost-ms, 2978, requestId, 8cc9f0a6-2add-9bd0-aef4-791728eafd9d
[2025-09-01T09:47:34.481+08:00] model, qwen-vl-max, mode, qwen-vl, ui-tars-version, undefined, prompt-tokens, 2087, completion-tokens, 127, total-tokens, 2214, cost-ms, 5697, requestId, d7b61405-062d-9fe1-82fd-6f7524db8c68
[2025-09-01T09:47:48.973+08:00] model, qwen-vl-max, mode, qwen-vl, ui-tars-version, undefined, prompt-tokens, 2110, completion-tokens, 126, total-tokens, 2236, cost-ms, 6352, requestId, 347a4e75-7830-9664-9a17-2416e184bf9c
[2025-09-01T09:48:10.461+08:00] model, qwen-vl-max, mode, qwen-vl, ui-tars-version, undefined, prompt-tokens, 966, completion-tokens, 51, total-tokens, 1017, cost-ms, 5535, requestId, a1d53acf-fe3f-9006-9f00-0558d5612f1f
[2025-09-01T09:59:12.475+08:00] model, qwen-vl-max, mode, qwen-vl, ui-tars-version, undefined, prompt-tokens, 2028, completion-tokens, 124, total-tokens, 2152, cost-ms, 5533, requestId, 4f25e5a2-b438-9428-acab-d46a25d94b71
[2025-09-01T09:59:30.450+08:00] model, qwen-vl-max, mode, qwen-vl, ui-tars-version, undefined, prompt-tokens, 2076, completion-tokens, 128, total-tokens, 2204, cost-ms, 6621, requestId, 04bac2f4-866a-9cf7-a100-c330232191f5
[2025-09-01T09:59:43.684+08:00] model, qwen-vl-max, mode, qwen-vl, ui-tars-version, undefined, prompt-tokens, 2099, completion-tokens, 126, total-tokens, 2225, cost-ms, 5246, requestId, d077bdf5-7a8b-92c1-be42-04d32a5210d5
[2025-09-01T10:00:00.709+08:00] model, qwen-vl-max, mode, qwen-vl, ui-tars-version, undefined, prompt-tokens, 966, completion-tokens, 51, total-tokens, 1017, cost-ms, 2915, requestId, 90047b33-966c-994a-81a4-75df1068a1cd
[2025-09-01T10:00:10.627+08:00] model, qwen-vl-max, mode, qwen-vl, ui-tars-version, undefined, prompt-tokens, 2029, completion-tokens, 130, total-tokens, 2159, cost-ms, 6973, requestId, 7394ec50-799b-9fce-a7fd-fa0d67c4f255
[2025-09-01T10:00:33.118+08:00] model, qwen-vl-max, mode, qwen-vl, ui-tars-version, undefined, prompt-tokens, 2077, completion-tokens, 182, total-tokens, 2259, cost-ms, 8713, requestId, 15e58e19-c588-9f92-b71c-c770f88cc2c4
[2025-09-01T10:00:59.992+08:00] model, qwen-vl-max, mode, qwen-vl, ui-tars-version, undefined, prompt-tokens, 961, completion-tokens, 48, total-tokens, 1009, cost-ms, 2549, requestId, e257494f-e5d9-9de6-868e-85fa6378d141
